kind	source_file	id	json_path	sl	hr	sr	notes
content	data/proces.json	proces:faze.3.id	faze.3.id	analiza-potreb			
content	data/proces.json	proces:faze.3.kljucna_vprasanja.0	faze.3.kljucna_vprasanja.0	Kje nastajajo odpadki?	Gdje se proizvodi otpad?	Gde se proizvodi otpad?	
content	data/proces.json	proces:faze.3.kljucna_vprasanja.1	faze.3.kljucna_vprasanja.1	Kaj dajete na trg in v kakšnih količinah?	Što stavljate na tržište i u kojim količinama?	Šta i u kojim količinama stavljate na tržište?	
content	data/proces.json	proces:faze.3.kljucna_vprasanja.2	faze.3.kljucna_vprasanja.2	Kako trenutno poročate?	Kako trenutno izvještavate?	Kako trenutno izveštavate?	
content	data/proces.json	proces:faze.3.kljucna_vprasanja.3	faze.3.kljucna_vprasanja.3	Katere podatke imate, katerih ne?	Koje podatke imate, a koje ne?	Koje podatke imate, a koje nemate?	
content	data/proces.json	proces:faze.3.naziv	faze.3.naziv	Analiza potreb	Analiza potreba	Potrebna analiza	
content	data/proces.json	proces:faze.3.obvezen_izhod	faze.3.obvezen_izhod	Izpolnjen discovery obrazec. Pridobljeni potrebni dokumenti.	Ispunjen obrazac za otkrivanje. Pribavljeni potrebni dokumenti.	Popunjen obrazac za otkrivanje. Pribavljeni potrebni dokumenti.	
content	data/proces.json	proces:faze.3.odgovoren	faze.3.odgovoren	Prodaja + strokovna ekipa (delivery)	Prodaja + stručni tim (dostava)	Prodaja + profesionalni tim (isporuka)	
content	data/proces.json	proces:faze.3.tipicen_rok	faze.3.tipicen_rok	2 tedna od prvega sestanka	2 tjedna od prvog sastanka	2 nedelje od prvog sastanka	
content	data/proces.json	proces:faze.4.anti_vzorec	faze.4.anti_vzorec	Stranka po predstavitvi reče 'pošljite ponudbo' brez konkretnih dogovorov o obsegu.	Nakon prezentacije naručitelj kaže 'pošalji ponudu' bez konkretnih dogovora o obimu.	Nakon prezentacije, klijent kaže 'pošalji ponudu' bez konkretnih dogovora o obimu.	
content	data/proces.json	proces:faze.4.cilj	faze.4.cilj	Povezati potrebe z Interzero rešitvijo. Potrditi obseg.	Povežite potrebe s Interzero rješenjem. Potvrdite opseg.	Povežite potrebe sa Interzero rešenjem. Potvrdite opseg.	
content	data/proces.json	proces:faze.4.crm_polja.0	faze.4.crm_polja.0	predlagane storitve	predložene usluge	predložene usluge	
content	data/proces.json	proces:faze.4.crm_polja.1	faze.4.crm_polja.1	potrjeni obseg	potvrđeni raspon	potvrđen domet	
content	data/proces.json	proces:faze.4.crm_polja.2	faze.4.crm_polja.2	odločevalci	donositelji odluka	donosioci odluka	
content	data/proces.json	proces:faze.4.crm_polja.3	faze.4.crm_polja.3	predviden rok ponudbe	procijenjeni rok ponude	procenjeni rok ponude	
content	data/proces.json	proces:faze.4.id	faze.4.id	predstavitev-resitve			
content	data/proces.json	proces:faze.4.kljucna_vprasanja.0	faze.4.kljucna_vprasanja.0	Ali rešitev pokriva glavni problem stranke?	Pokriva li rješenje glavni problem kupca?	Da li rešenje pokriva glavni problem kupca?	
content	data/proces.json	proces:faze.4.kljucna_vprasanja.1	faze.4.kljucna_vprasanja.1	Kdo mora notranje potrditi?	Tko mora interno odobriti?	Ko mora interno da odobri?	
content	data/proces.json	proces:faze.4.kljucna_vprasanja.2	faze.4.kljucna_vprasanja.2	Kateri del je še odprt?	Koji je dio još otvoren?	Koji deo je još otvoren?	
content	data/proces.json	proces:faze.4.obvezen_izhod	faze.4.obvezen_izhod	Potrditev obsega in odločevalcev pred pripravo ponudbe.	Potvrda opsega i donositelja odluka prije pripreme ponude.	Potvrda obima i donosilaca odluka pre pripreme ponude.	
content	data/proces.json	proces:faze.4.odgovoren	faze.4.odgovoren	Prodaja + specialist	Prodaja + specijalist	Prodaja + specijalista	
content	data/proces.json	proces:faze.4.tipicen_rok	faze.4.tipicen_rok	1 teden po analizi	1 tjedan nakon analize	1 nedelja nakon analize	
content	data/proces.json	proces:faze.5.anti_vzorec	faze.5.anti_vzorec	Ponudba poslana in tišina — brez dogovorjenega datuma za pregled.	Ponuda poslana i tišina — nema dogovorenog datuma pregleda.	Ponuda poslata i tišina — nema dogovorenog datuma za inspekciju.	
content	data/proces.json	proces:faze.5.cilj	faze.5.cilj	Dati jasno komercialno rešitev.	Dati jasno komercijalno rješenje.	Da dam jasno komercijalno rešenje.	
content	data/proces.json	proces:faze.5.crm_polja.0	faze.5.crm_polja.0	vrednost ponudbe	vrijednost ponude	vrednost ponude	
content	data/proces.json	proces:faze.5.crm_polja.1	faze.5.crm_polja.1	datum pošiljanja	datum otpreme	datum otpreme	
content	data/proces.json	proces:faze.5.crm_polja.2	faze.5.crm_polja.2	veljavnost do	valjanost do	validnost do	
content	data/proces.json	proces:faze.5.crm_polja.3	faze.5.crm_polja.3	dokument			
content	data/proces.json	proces:faze.5.crm_polja.4	faze.5.crm_polja.4	predvideno zaprtje	predviđeno zatvaranje	predviđeno zatvaranje	
content	data/proces.json	proces:faze.5.id	faze.5.id	ponudba			
content	data/proces.json	proces:faze.5.kljucna_vprasanja.0	faze.5.kljucna_vprasanja.0	Je obseg jasen?	Je li opseg jasan?	Da li je obim jasan?	
content	data/proces.json	proces:faze.5.kljucna_vprasanja.1	faze.5.kljucna_vprasanja.1	Je cena razumljiva in primerljiva?	Je li cijena razumljiva i usporediva?	Da li je cena razumljiva i uporediva?	
content	data/proces.json	proces:faze.5.kljucna_vprasanja.2	faze.5.kljucna_vprasanja.2	Kaj manjka v primerjavi z dogovorjenim?	Što nedostaje u odnosu na dogovoreno?	Šta nedostaje u odnosu na ono što je dogovoreno?	
content	data/proces.json	proces:faze.5.obvezen_izhod	faze.5.obvezen_izhod	Poslana ponudba s povzetkom, obsegom, ceno, roki, odgovornostmi, pogoji, naslednjim korakom.	Poslana ponuda sa sažetkom, opsegom, cijenom, rokovima, odgovornostima, uvjetima, sljedećim korakom.	Ponuda je poslata sa rezimeom, obimom, cenom, rokovima, odgovornostima, uslovima, sledećim korakom.	
content	data/proces.json	proces:faze.5.tipicen_rok	faze.5.tipicen_rok	1 teden po potrjenem obsegu	1 tjedan nakon potvrđene količine	1 nedelju nakon potvrđenog volumena	
content	data/proces.json	proces:faze.6.anti_vzorec	faze.6.anti_vzorec	Več krogov sprememb brez jasne odločevalske vključenosti.	Nekoliko rundi promjena bez jasnog uključivanja u donošenje odluka.	Nekoliko krugova promena bez jasnog učešća u donošenju odluka.	
content	data/proces.json	proces:faze.6.cilj	faze.6.cilj	Zapreti odprta vprašanja, ugovore in pravne pogoje.	Zatvorite otvorena pitanja, primjedbe i pravne uvjete.	Zatvorite otvorena pitanja, primedbe i pravne termine.	
content	data/proces.json	proces:faze.6.crm_polja.0	faze.6.crm_polja.0	zabeleženi ugovori	zabilježene primjedbe	zabeležene primedbe	
content	data/proces.json	proces:faze.6.crm_polja.1	faze.6.crm_polja.1	spremembe ponudbe	izmjene ponude	izmene ponude	
content	data/proces.json	proces:faze.6.crm_polja.2	faze.6.crm_polja.2	naslednji sestanek	sljedeći sastanak	sledeći sastanak	
content	data/proces.json	proces:faze.6.crm_polja.3	faze.6.crm_polja.3	verjetnost zaprtja (%)	vjerojatnost zatvaranja (%)	verovatnoća zatvaranja (%)	
content	data/proces.json	proces:faze.6.id	faze.6.id	usklajevanje			
content	data/proces.json	proces:faze.6.kljucna_vprasanja.0	faze.6.kljucna_vprasanja.0	Kaj blokira odločitev — cena, obseg, pravni pogoji?	Što blokira odluku — cijena, opseg, pravni uvjeti?	Šta blokira odluku — cena, obim, pravni uslovi?	
content	data/proces.json	proces:faze.6.kljucna_vprasanja.1	faze.6.kljucna_vprasanja.1	Kdo še mora videti ponudbo?	Tko još treba vidjeti ponudu?	Ko još treba da vidi ponudu?	
content	data/proces.json	proces:faze.6.kljucna_vprasanja.2	faze.6.kljucna_vprasanja.2	Kateri ugovor je največji?	Koja je zamjerka najveća?	Koja je zamerka najveća?	
content	data/proces.json	proces:faze.6.naziv	faze.6.naziv	Usklajevanje			
content	data/proces.json	proces:faze.6.obvezen_izhod	faze.6.obvezen_izhod	Dogovorjene morebitne spremembe ali jasna pot do podpisa.	Sve dogovorene promjene ili jasan put do potpisa.	Sve izmene koje su dogovorene ili jasan put do potpisa.	
content	data/proces.json	proces:faze.6.odgovoren	faze.6.odgovoren	Prodaja + finance / pravna služba	Prodaja + financije / pravni odjel	Prodaja + finansije / pravna služba	
content	data/proces.json	proces:faze.6.tipicen_rok	faze.6.tipicen_rok	2–4 tedne	2-4 tjedna	2-4 nedelje	
content	data/proces.json	proces:faze.7.anti_vzorec	faze.7.anti_vzorec	'Stranka se še ni odločila' ostane v CRM mesece brez datuma in naslednje aktivnosti.	'Kupac još nije odlučio' ostaje u CRM-u mjesecima bez datuma i bez daljnjih aktivnosti.	„Kupac još nije odlučio“ ostaje u CRM-u mesecima bez datuma i bez daljih aktivnosti.	
content	data/proces.json	proces:faze.7.cilj	faze.7.cilj	Dobiti podpis ali jasen razlog izgube.	Dobiti potpis ili jasan razlog gubitka.	Uzmite potpis ili jasan razlog gubitka.	
content	data/proces.json	proces:faze.7.crm_polja.0	faze.7.crm_polja.0	status (zmaga/izguba/odloženo)	status (pobjeda/poraz/odgođeno)	status (pobeda/gubitak/odloženo)	
content	data/proces.json	proces:faze.7.crm_polja.1	faze.7.crm_polja.1	razlog izgube	razlog gubitka	razlog gubitka	
content	data/proces.json	proces:faze.7.crm_polja.2	faze.7.crm_polja.2	konkurent			
content	data/proces.json	proces:faze.7.crm_polja.3	faze.7.crm_polja.3	datum odločitve	datum odluke	datum donošenja odluke	
content	data/proces.json	proces:faze.7.id	faze.7.id	odlocitev			
content	data/proces.json	proces:faze.7.kljucna_vprasanja.0	faze.7.kljucna_vprasanja.0	Kdaj točno odločite?	Kada se točno odlučujete?	Kada tačno odlučujete?	
content	data/proces.json	proces:faze.7.kljucna_vprasanja.1	faze.7.kljucna_vprasanja.1	Kdo podpiše?	Tko potpisuje?	Ko potpisuje?	
content	data/proces.json	proces:faze.7.kljucna_vprasanja.2	faze.7.kljucna_vprasanja.2	Če je ne, zakaj — cena, konkurent, časovni okvir, druga prioriteta?	Ako ne, zašto — cijena, konkurent, vremenski okvir, drugi prioritet?	Ako ne, zašto — cena, konkurent, vremenski okvir, drugi prioritet?	
content	data/proces.json	proces:faze.7.naziv	faze.7.naziv	Odločitev	Odluka	Odluka	
content	data/proces.json	proces:faze.7.obvezen_izhod	faze.7.obvezen_izhod	Podpis ali zapisan razlog izgube.	Potpis ili pismeni razlog gubitka.	Potpis ili pismeni razlog gubitka.	
content	data/proces.json	proces:faze.7.tipicen_rok	faze.7.tipicen_rok	do dogovorjenega roka	do dogovorenog roka	do ugovorenog roka	
content	data/proces.json	proces:faze.8.anti_vzorec	faze.8.anti_vzorec	Prodajalec 'pojasni preko telefona' in dokumenta ni.	Prodavač 'telefonski objašnjava', a dokumenta nema.	Prodavac 'objašnjava preko telefona' i nema dokumenta.	
content	data/proces.json	proces:faze.8.cilj	faze.8.cilj	Preprečiti izgubo informacij med prodajo in izvedbo.	Spriječite gubitak informacija tijekom prodaje i izvršenja.	Sprečite gubitak informacija tokom prodaje i izvršenja.	
content	data/proces.json	proces:faze.8.crm_polja.0	faze.8.crm_polja.0	pogodba (link/datoteka)	ugovor (link/datoteka)	ugovor (link/fajl)	
content	data/proces.json	proces:faze.8.crm_polja.1	faze.8.crm_polja.1	obseg po točkah	raspon po bodovima	raspon po tačkama	
content	data/proces.json	proces:faze.8.crm_polja.2	faze.8.crm_polja.2	roki			
content	data/proces.json	proces:faze.8.crm_polja.3	faze.8.crm_polja.3	kontaktne osebe	kontakt osobe	kontakt osobe	
content	data/proces.json	proces:faze.8.crm_polja.4	faze.8.crm_polja.4	posebnosti			
content	data/proces.json	proces:faze.8.id	faze.8.id	predaja			
content	data/proces.json	proces:faze.8.kljucna_vprasanja.0	faze.8.kljucna_vprasanja.0	Kaj je bilo stranki obljubljeno?	Što je obećano kupcu?	Šta je obećano kupcu?	
content	data/proces.json	proces:faze.8.kljucna_vprasanja.1	faze.8.kljucna_vprasanja.1	Kaj mora delivery vedeti?	Što dostava mora znati?	Šta isporuka treba da zna?	
content	data/proces.json	proces:faze.8.kljucna_vprasanja.2	faze.8.kljucna_vprasanja.2	Kdo je primarni kontakt pri stranki?	Tko je klijentov primarni kontakt?	Ko je klijentov primarni kontakt?	
content	data/proces.json	proces:faze.8.naziv	faze.8.naziv	Predaja delivery ekipi	Predaja dostavnom timu	Predaja timu za dostavu	
content	data/proces.json	proces:faze.8.obvezen_izhod	faze.8.obvezen_izhod	Predajni zapisnik z obsegom, roki, kontakti, posebnimi dogovori.	Primopredajni zapisnik s opsegom, rokovima, kontaktima, posebnim dogovorima.	Primopredajni zapisnik sa obimom, rokovima, kontaktima, posebnim aranžmanima.	
content	data/proces.json	proces:faze.8.odgovoren	faze.8.odgovoren	Prodaja + delivery	Prodaja + dostava	Prodaja + isporuka	
content	data/proces.json	proces:faze.8.tipicen_rok	faze.8.tipicen_rok	1 teden po podpisu	1 tjedan nakon potpisivanja	1 nedelja nakon potpisivanja	
content	data/proces.json	proces:faze.9.anti_vzorec	faze.9.anti_vzorec	Stranka se sliši šele, ko se pojavi problem.	Kupca se čuje samo kad postoji problem.	Mušterija se čuje samo kada postoji problem.	
content	data/proces.json	proces:faze.9.cilj	faze.9.cilj	Preveriti zadovoljstvo in dodatne priložnosti.	Provjerite zadovoljstvo i dodatne mogućnosti.	Proverite zadovoljstvo i dodatne mogućnosti.	
content	data/proces.json	proces:faze.9.crm_polja.0	faze.9.crm_polja.0	zadovoljstvo			
content	data/proces.json	proces:faze.9.crm_polja.1	faze.9.crm_polja.1	dodatne priložnosti	dodatne mogućnosti	dodatne mogućnosti	
content	data/proces.json	proces:faze.9.crm_polja.2	faze.9.crm_polja.2	datum naslednjega pregleda	datum sljedeće inspekcije	datum sledećeg pregleda	
content	data/proces.json	proces:faze.9.crm_polja.3	faze.9.crm_polja.3	reference soglasje	reference pristanak	reference saglasnost	
content	data/proces.json	proces:faze.9.kljucna_vprasanja.0	faze.9.kljucna_vprasanja.0	Ali storitev deluje, kot je bilo obljubljeno?	Radi li usluga kako je obećano?	Da li usluga funkcioniše kako je obećano?	
content	data/proces.json	proces:faze.9.kljucna_vprasanja.1	faze.9.kljucna_vprasanja.1	Kje vidite dodatne priložnosti?	Gdje vidite dodatne mogućnosti?	Gde vidite dodatne mogućnosti?	
content	data/proces.json	proces:faze.9.kljucna_vprasanja.2	faze.9.kljucna_vprasanja.2	Bi nas priporočili?	Biste li nas preporučili?	Da li biste nas preporučili?	
content	data/proces.json	proces:faze.9.naziv	faze.9.naziv	Poprodajni follow-up	Praćenje nakon prodaje	Praćenje nakon prodaje	
content	data/proces.json	proces:faze.9.obvezen_izhod	faze.9.obvezen_izhod	Pregled po 30 in 90 dneh, plan razvoja stranke.	Pregled nakon 30 i 90 dana, plan razvoja korisnika.	Pregledajte plan razvoja klijenata nakon 30 i 90 dana.	
content	data/proces.json	proces:faze.9.odgovoren	faze.9.odgovoren	Account manager	Voditelj računa	Menadžer naloga	
content	data/proces.json	proces:faze.9.tipicen_rok	faze.9.tipicen_rok	30 in 90 dni po startu	30 i 90 dana nakon početka	30 i 90 dana nakon početka	
content	data/reference.json	reference:_filozofija	_filozofija	Referenca ni 'mi smo veliki in cool'. Referenca je 'tvoja zgodba je podobna tej zgodbi'. Vedno prilagodi panogi in velikosti stranke, ki te posluša.	Referenca nije 'mi smo veliki i cool'. Referenca je 'vaša priča je slična ovoj priči'. Uvijek se prilagođava industriji i veličini klijenta koji vas sluša.	Referenca nije „mi smo veliki i kul“. Referenca je „vaša priča je slična ovoj priči“. Uvek se prilagođava industriji i veličini klijenta koji vas sluša.	
content	data/reference.json	reference:_kako_uporabiti.0	_kako_uporabiti.0	V predstavitvi vstavi 2-3 specifične reference, ne kataloga.	Ubacite 2-3 konkretne reference u prezentaciju, a ne u katalog.	Umetnite 2-3 specifične reference u prezentaciju, a ne u katalog.	
content	data/reference.json	reference:_kako_uporabiti.1	_kako_uporabiti.1	Vedno povej kontekst: 'Pri primerljivem podjetju iz vaše panoge...' Stranka mora videti vzporednico.	Uvijek dajte kontekst: 'S usporedivom tvrtkom u vašoj industriji...' Kupac mora vidjeti paralelu.	Uvek dajte kontekst: „Sa uporedivom kompanijom u vašoj industriji...“ Kupac treba da vidi paralelu.	
content	data/reference.json	reference:_kako_uporabiti.2	_kako_uporabiti.2	Po sestanku predlagaj pisno verzijo case study — to je dober follow-up.	Nakon sastanka predložite pisanu verziju studije slučaja — ovo je dobar nastavak.	Nakon sastanka, predložite pisanu verziju studije slučaja — ovo je dobar nastavak.	
content	data/reference.json	reference:_kako_uporabiti.3	_kako_uporabiti.3	Reference, kjer stranka dovoli ime, so vedno močnejše. Sproti pridobivaj dovoljenja.	Reference gdje naručitelj dopusti ime su uvijek jače. Dobijte dopuštenja u pokretu.	Reference gde klijent dozvoljava ime su uvek jače. Dobijte dozvole u ​​pokretu.	
content	data/reference.json	reference:_opis	_opis	Knjižnica referenc in primerov uporabe. Vse so ANONIMIZIRANE oblike (ne pravo ime stranke) — uporabne kot okvir prodajne zgodbe. Pred uporabo s konkretnim imenom potrebuješ pisno dovoljenje stranke.	Knjižnica referenci i slučajeva korištenja. Svi su ANONIMIZIRANI obrasci (ne pravo ime kupca) — korisni kao okvir za priču o prodaji. Prije korištenja određenog imena potrebno je pismeno dopuštenje kupca.	Biblioteka referenci i slučajeva upotrebe. Svi su ANONIMIZOVANI obrasci (nisu pravo ime kupca) — korisni kao okvir za priču o prodaji. Pre upotrebe određenog imena potrebna vam je pismena dozvola kupca.	
content	data/reference.json	reference:kako_pridobiti_reference.0	kako_pridobiti_reference.0	Po uspešnem prvem letu — vprašaj stranko za referenco. To je naravni trenutek.	Nakon uspješne prve godine — tražite od klijenta preporuku. To je prirodan trenutak.	Posle uspešne prve godine — pitajte klijenta za referencu. To je prirodan trenutak.	
content	data/reference.json	reference:kako_pridobiti_reference.1	kako_pridobiti_reference.1	Ponudi konkreten format: 1-stranski case study, ki ga ti pripraviš, stranka samo potrdi.	Nudi konkretan format: studiju slučaja od 1 stranice koju vi pripremite, a klijent samo odobri.	Nudi konkretan format: studiju slučaja od 1 stranice koju pripremite, a klijent samo odobrava.	
content	data/reference.json	reference:kako_pridobiti_reference.2	kako_pridobiti_reference.2	V zameno ponudi: nekaj manjšega (analiza embalaže brezplačno, kvartalni pregled).	Zauzvrat nudi: nešto manje (besplatna analiza ambalaže, tromjesečna kontrola).	Zauzvrat nudi: nešto manje (besplatna analiza pakovanja, tromesečni pregled).	
content	data/reference.json	reference:kako_pridobiti_reference.3	kako_pridobiti_reference.3	Stranka, ki je dala referenco, bo verjetneje ostala dolgoročno (psihološki commitment).	Vjerojatnije je da će klijent koji je dao preporuku ostati dugoročno (psihološka predanost).	Veća je verovatnoća da će klijent koji je dao referencu ostati dugoročno (psihološka obaveza).	
content	data/reference.json	reference:primeri.0.id	primeri.0.id	fmcg-srednje			
content	data/reference.json	reference:primeri.0.izziv	primeri.0.izziv	Tri različni dobavitelji za odpadke, ena interna oseba je 30 % časa porabila za EPR poročanje, vsako leto težave z marčevskim rokom.	Tri različita dobavljača otpada, jedna interna osoba potrošila je 30% vremena na EPR izvješćivanje, problemi s ožujskim rokom svake godine.	Tri različita dobavljača otpada, jedno interno lice je trošilo 30% vremena na EPR izveštavanje, problemi sa rokom u martu svake godine.	
content	data/reference.json	reference:primeri.0.kaj_smo_naredili.0	primeri.0.kaj_smo_naredili.0	Vključitev v skupno EPR shemo (embalaža + EE-oprema za promocijska darila).	Uključivanje u zajedničku EPR shemu (ambalaža + EE-oprema za promotivne darove).	Uključivanje u zajedničku EPR šemu (pakovanje + EE-oprema za promotivne poklone).	
content	data/reference.json	reference:primeri.0.kaj_smo_naredili.1	primeri.0.kaj_smo_naredili.1	Konsolidacija ravnanja z odpadki na enega izvajalca prek Interzero.	Objedinjavanje gospodarenja otpadom na jednog izvođača kroz Interzero.	Konsolidacija upravljanja otpadom jednom izvođaču preko Interzero-a.	
content	data/reference.json	reference:primeri.0.kaj_smo_naredili.2	primeri.0.kaj_smo_naredili.2	Avtomatizirano kvartalno poročanje s podatki iz njihovega ERP-a.	Automatizirano tromjesečno izvješćivanje s podacima iz njihovog ERP-a.	Automatsko tromesečno izveštavanje sa podacima iz njihovog ERP-a.	
content	data/reference.json	reference:primeri.0.ki_je_uporabna_za	primeri.0.ki_je_uporabna_za	Stranke z 1-2 lokacijama, srednje velike, ki imajo interno HSE/admin osebo.	Klijenti s 1-2 lokacije, srednje veličine, koji imaju internu HSE/admin osobu.	Klijenti sa 1-2 lokacije, srednje veličine, koji imaju internu HSE/administratorsku osobu.	
content	data/reference.json	reference:primeri.0.panoga	primeri.0.panoga	FMCG / proizvodnja	FMCG / proizvodnja	FMCG / proizvodnja	
content	data/reference.json	reference:primeri.0.rezultat.0	primeri.0.rezultat.0	Notranja oseba sprostila 80 % časa za druge naloge.	Interna osoba je oslobodila 80% vremena za druge zadatke.	Interno lice je oslobodilo 80% vremena za druge poslove.	
content	data/reference.json	reference:primeri.0.rezultat.1	primeri.0.rezultat.1	Marčevski rok ni več stresen — poročilo se pripravi v 2 dneh.	Ožujski rok više nije stresan — izvještaj se priprema u 2 dana.	Martovski rok više nije stresan — izveštaj se priprema za 2 dana.	
content	data/reference.json	reference:primeri.0.rezultat.2	primeri.0.rezultat.2	15 % nižji skupni letni stroški (z upoštevanjem stroška interne ekipe).	15% niži ukupni godišnji troškovi (uključujući trošak internog tima).	15% manji ukupni godišnji troškovi (uključujući i troškove internog tima).	
content	data/reference.json	reference:primeri.0.trajanje	primeri.0.trajanje	Implementacija 3 mesece, polni učinek po 6 mesecih.	Primjena 3 mjeseca, puni učinak nakon 6 mjeseci.	Primena 3 meseca, pun efekat posle 6 meseci.	
content	data/reference.json	reference:primeri.0.velikost	primeri.0.velikost	Srednje (200 zaposlenih, 8 SKU-jev)	Srednji (200 zaposlenika, 8 SKU-ova)	Srednje (200 zaposlenih, 8 SKU)	
content	data/reference.json	reference:primeri.1.id	primeri.1.id	ecommerce-regionalno			
content	data/reference.json	reference:primeri.1.izziv	primeri.1.izziv	Mednarodna prodaja, različne EPR zahteve v vsaki državi, nihče v podjetju ni razumel polnega obsega obveznosti. Kupci iz Nemčije so zahtevali ESG izjavo.	Međunarodna prodaja, različiti EPR zahtjevi u svakoj zemlji, nitko u tvrtki nije razumio puni opseg obveza. Kupci iz Njemačke zatražili su ESG izjavu.	Međunarodna prodaja, različiti EPR zahtevi u svakoj zemlji, niko u kompaniji nije razumeo pun obim obaveza. Kupci iz Nemačke su zatražili ESG izjavu.	
content	data/reference.json	reference:primeri.1.kaj_smo_naredili.0	primeri.1.kaj_smo_naredili.0	Pregled obveznosti v vseh treh državah.	Pregled obveza u sve tri države.	Pregled obaveza u sve tri zemlje.	
content	data/reference.json	reference:primeri.1.kaj_smo_naredili.1	primeri.1.kaj_smo_naredili.1	Vključitev v lokalne sheme prek Interzero mreže.	Integracija u lokalne sheme putem Interzero mreže.	Integracija u lokalne šeme preko Interzero mreže.	
content	data/reference.json	reference:primeri.1.kaj_smo_naredili.2	primeri.1.kaj_smo_naredili.2	Centraliziran sistem poročanja, en kontakt za vse tri države.	Centralizirani sustav izvješćivanja, jedan kontakt za sve tri zemlje.	Centralizovani sistem izveštavanja, jedan kontakt za sve tri zemlje.	
content	data/reference.json	reference:primeri.1.kaj_smo_naredili.3	primeri.1.kaj_smo_naredili.3	Priprava ESG izjave za nemške B2B kupce.	Priprema ESG izjave za njemačke B2B kupce.	Priprema ESG izjave za nemačke B2B kupce.	
content	data/reference.json	reference:primeri.1.ki_je_uporabna_za	primeri.1.ki_je_uporabna_za	Stranke, ki prodajajo v več državah ali so pod pritiskom velikih B2B kupcev.	Kupci koji prodaju u više zemalja ili su pod pritiskom velikih B2B kupaca.	Kupci koji prodaju u više zemalja ili su pod pritiskom velikih B2B kupaca.	
content	data/reference.json	reference:primeri.1.panoga	primeri.1.panoga	E-commerce			
content	data/reference.json	reference:primeri.1.rezultat.0	primeri.1.rezultat.0	Vse tri trge skladne z 6 meseci.	Sva tri tržišta usklađena sa 6 mjeseci.	Sva tri tržišta usklađena sa 6 meseci.	
content	data/reference.json	reference:primeri.1.rezultat.1	primeri.1.rezultat.1	Pridobili pogodbo z nemškim kupcem, ki je zahteval ESG dokazila.	Dobio ugovor s njemačkim kupcem koji je zahtijevao ESG dokaz.	Dobio je ugovor sa nemačkim kupcem koji je zahtevao ESG dokaz.	
content	data/reference.json	reference:primeri.1.rezultat.2	primeri.1.rezultat.2	Brez koncentracije znanja v eni interni osebi.	Nema koncentracije znanja u jednoj unutarnjoj osobi.	Nema koncentracije znanja u jednoj unutrašnjoj ličnosti.	
content	data/reference.json	reference:primeri.1.trajanje	primeri.1.trajanje	4 meseci do polne implementacije.	4 mjeseca do potpune implementacije.	4 meseca do pune implementacije.	
content	data/reference.json	reference:primeri.1.velikost	primeri.1.velikost	Hitra rast — 50 zaposlenih, 3 trgi (SI, HR, RS)	Brz rast — 50 zaposlenika, 3 tržišta (SI, HR, RS)	Brz rast — 50 zaposlenih, 3 tržišta (SI, HR, RS)	
content	data/reference.json	reference:primeri.2.id	primeri.2.id	industrija-velika			
content	data/reference.json	reference:primeri.2.izziv	primeri.2.izziv	Več kot 12 različnih tokov odpadkov, 5 različnih izvajalcev za odvoze, HSE oddelek poročal, da porabi 40 % časa za 'dokumentiranje preteklosti' namesto za izboljšave.	Preko 12 različitih tokova otpada, 5 različitih izvođača prijevoza, HSE odjel je izvijestio da je potrošio 40% vremena na 'dokumentiranje prošlosti' umjesto na poboljšanje.	Preko 12 različitih tokova otpada, 5 različitih prevoznika, HSE odeljenje je prijavilo da 40% vremena troši na 'dokumentovanje prošlosti' umesto na poboljšanje.	
content	data/reference.json	reference:primeri.2.kaj_smo_naredili.0	primeri.2.kaj_smo_naredili.0	Pregled vseh tokov odpadkov, kategorizacija.	Pregled svih tokova otpada, kategorizacija.	Pregled svih tokova otpada, kategorizacija.	
content	data/reference.json	reference:primeri.2.kaj_smo_naredili.1	primeri.2.kaj_smo_naredili.1	Optimizacija — del odpadkov reklasificiran v sekundarne surovine (Interzero ih je odkupil).	Optimizacija — dio otpada reklasificiran u sekundarne sirovine (kupio ga je Interzero).	Optimizacija — deo otpada reklasifikovan u sekundarne sirovine (kupio ga je Interzero).	
content	data/reference.json	reference:primeri.2.kaj_smo_naredili.2	primeri.2.kaj_smo_naredili.2	Ena pogodba, en kontakt, mesečna konsolidirana fakturacija.	Jedan ugovor, jedan kontakt, mjesečna objedinjena naplata.	Jedan ugovor, jedan kontakt, mesečni konsolidovani obračun.	
content	data/reference.json	reference:primeri.2.kaj_smo_naredili.3	primeri.2.kaj_smo_naredili.3	Kvartalna analiza priložnosti za prihranek.	Tromjesečna analiza mogućnosti štednje.	Kvartalna analiza mogućnosti štednje.	
content	data/reference.json	reference:primeri.2.ki_je_uporabna_za	primeri.2.ki_je_uporabna_za	Velika podjetja z mešanimi tokovi in več lokacijami.	Velike tvrtke s mješovitim tokovima i više lokacija.	Velika preduzeća sa mešovitim tokovima i više lokacija.	
content	data/reference.json	reference:primeri.2.rezultat.0	primeri.2.rezultat.0	Iz 5 izvajalcev na 1 + lokalni partnerji pod našim okriljem.	Od 5 izvođača do 1 + lokalnih partnera pod našim okriljem.	Od 5 izvođača do 1 + lokalnih partnera pod našim kišobranom.	
